-1.616161616161619463e+00,4.944282102931880729e+01,7.516648190348028391e-02
-8.161616161150533344e-01,6.969017019768334364e+01,7.516648187444091578e-02
8.838383838383805369e-01,6.629954473003856208e+01,7.516648190348028391e-02
3.383838383838380537e+00,4.087213097739350331e+01,1.250999600319680494e-01
-1.000000000000000000e+03,-1.000000000000000000e+03,-1.000000000000000000e+03
-1.620592543929461726e+00,4.867503900597556310e+01,7.516648190348028391e-02
-8.205925438828955976e-01,7.476990281959781726e+01,7.516648187444091578e-02
8.794074560705382737e-01,7.176119991852937119e+01,7.516648190348028391e-02
3.379407456070538274e+00,4.616179679160121196e+01,1.250999600319680494e-01
5.879407456070538274e+00,4.316226989029595273e+01,1.250999600319680494e-01
-1.000000000000000000e+03,-1.000000000000000000e+03,-1.000000000000000000e+03
-2.131688294904364511e+00,5.194058424046106381e+01,7.516648190348028391e-02
-1.331688294857798383e+00,7.618484751468413663e+01,7.516648187444091578e-02
3.683117050956354888e-01,7.853320192134901845e+01,7.516648190348028391e-02
2.868311705095635489e+00,6.100266240849295230e+01,1.250999600319680494e-01
5.368311705095635489e+00,4.108629003535895663e+01,1.250999600319680494e-01
-1.000000000000000000e+03,-1.000000000000000000e+03,-1.000000000000000000e+03
-2.576678355282282951e+00,5.689966237339459099e+01,7.516648190348028391e-02
-1.776678355235716822e+00,7.890523335317804765e+01,7.516648187444091578e-02
-7.667835528228295061e-02,8.217212135370809278e+01,7.516648190348028391e-02
2.423321644717717049e+00,7.117228002562353595e+01,1.250999600319680494e-01
4.923321644717717049e+00,3.132022834639401054e+01,1.250999600319680494e-01
-1.000000000000000000e+03,-1.000000000000000000e+03,-1.000000000000000000e+03
-1.333703065520722930e+00,6.939434831145761962e+01,7.516648187444091578e-02
3.662969344327109411e-01,7.302598953929165759e+01,7.516648190348028391e-02
2.866296934432710941e+00,5.223306971376031527e+01,1.250999600319680494e-01
5.366296934432710941e+00,3.066978735228838104e+01,1.250999600319680494e-01
-1.000000000000000000e+03,-1.000000000000000000e+03,-1.000000000000000000e+03
-2.634230392677103794e+00,5.986530827416899569e+01,7.516648190348028391e-02
-1.834230392630537665e+00,8.714811213081561903e+01,7.516648187444091578e-02
-1.342303926771037936e-01,9.734301261617062551e+01,7.516648190348028391e-02
2.365769607322896206e+00,8.370536710455399998e+01,1.250999600319680494e-01
4.865769607322896206e+00,2.284573466343344705e+01,1.250999600319680494e-01
-1.000000000000000000e+03,-1.000000000000000000e+03,-1.000000000000000000e+03
-1.519294073775263598e+00,4.592556840755729297e+01,7.516648190348028391e-02
-7.192940737286974695e-01,7.170715840583574163e+01,7.516648187444091578e-02
9.807059262247364018e-01,6.773503603280829566e+01,7.516648190348028391e-02
3.480705926224736402e+00,4.355315847691359465e+01,1.250999600319680494e-01
-1.000000000000000000e+03,-1.000000000000000000e+03,-1.000000000000000000e+03
-2.330953902473801520e+00,5.375886605585195355e+01,7.516648190348028391e-02
-1.530953902427235391e+00,8.405293206199776535e+01,7.516648187444091578e-02
1.690460975261984800e-01,9.173069242948274393e+01,7.516648190348028391e-02
2.669046097526198480e+00,7.610159968783835893e+01,1.250999600319680494e-01
5.169046097526198480e+00,3.301132221290308877e+01,1.250999600319680494e-01
-1.000000000000000000e+03,-1.000000000000000000e+03,-1.000000000000000000e+03
-2.080760809518920951e+00,5.227085324419749668e+01,7.516648190348028391e-02
-1.280760809472354822e+00,7.436850882688479203e+01,7.516648187444091578e-02
4.192391904810790493e-01,7.750673767676074988e+01,7.516648190348028391e-02
2.919239190481079049e+00,5.849710042679787136e+01,1.250999600319680494e-01
5.419239190481079049e+00,3.865111597547087285e+01,1.250999600319680494e-01
-1.000000000000000000e+03,-1.000000000000000000e+03,-1.000000000000000000e+03
